kohl_product_id,amazon_product_ID,week_nmb,TCIN,Extraction_Date,kohl_product_name,kohl_Regular_price,kohl_Shipping,kohl_disc_perc,kohl_markdown_price,kohl_final_price,kohl_Product_Description,kohl_availability,kohl_additional_info,kohl_price_promo,amazon_product_name,amazon_Regular_price,amazon_Shipping,amazon_disc_perc,amazon_markdown_price,amazon_final_price,amazon_Product_Description,amazon_availability,amazon_additional_info,amazon_price_promo,Target_product_ID,Target_product_name,Target_Regular_price,Target_Shipping,Target_disc_perc,Target_markdown_price,Target_final_price,Target_Product_Description,Target_availability,Target_additional_info,Target_price_promo,kohl_availability_flag,amazon_availability_flag,Target_availability_flag,kohl_pdt_desc_length,Amz_pdt_desc_length,Target_pdt_desc_length,Price_diff_amazon_final_pr,Price_diff_target_final_pr,Price_diff_amazon_reg_pr,Price_diff_target_reg_pr,Price_rat_amazon_final_pr,Price_rat_target_final_pr,Price_rat_amazon_reg_pr,Price_rat_target_reg_pr,Availability,firstDate,lastDate,Recency_week,Recency_month,TCIN_var,max_tcin_price,min_tcin_price,gross_sales,net_Sales,Amz_rating1,Amz_rating2,Amz_rating3,Amz_rating4,Amz_rating5,Amz_Review_count,Amz_Avg_rating,Amz_Avg_helpful_votes,Amz_cal_avg_score,amz_rating_4_5,amz_rating_4_5_cnt,amz_rating_1_2,amz_rating_1_2_cnt,rating1_cnt,rating5_cnt,Avg_sentiment_score,Total_sentiment_score,Amz_Avg_Positive_sent_score,Amz_Total_Positive_sent_score,Amz_Avg_negative_sent_score,Amz_Total_negative_sent_score,reviews_1_M,reviews_2_M,reviews_3_M,reviews_6_M,Avg_wt_score,Tot_wt_score,pos_avg_wt_score,Pos_tot_wt_score,Neg_avg_wt_score,Neg_tot_wt_score,Amz_No_of_images,Amz_Not_User_Gen_images,Amz_User_Generated_images,kohls_Number_of_images
1130506,B007WU45KW,31,14107210,01-07-2013,Wildkin Big Dots Jumpstart Messenger Bag - Kids,36.99,0,0,0,36.99,"This Wildkin messenger bag has space for all your little one's school supplies. Two interior pockets and two pockets under the front flap of this kids' messenger bag keep them organized for class. Complete with a bright dot print, this messenger bag has A+ style. In aqua.",Yes,n/a,n/a,Wildkin Big Dots Aqua Jumpstart Messenger Bag,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107210,Wildkin Big Dots Jumpstart Messenger Bag - Blue/ Purple,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,272,3,3,11.03,11,11.03,11,1.424884438,1.423239708,1.424884438,1.423239708,1,22-04-2013,08-07-2013,39,9,1,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,0,1
1130507,B007WU48JA,31,14107202,01-07-2013,Wildkin Camo Jumpstart Messenger Bag - Kids,36.99,0,0,0,36.99,"This Wildkin messenger bag has space for all his school supplies. Two interior pockets and two pockets under the front flap of this boys' messenger bag keep him organized for class. Complete with a cool camo print, this messenger bag has A+ style. In blue/white/gray.",Yes,n/a,n/a,Wildkin Blue Camo Jumpstart Messenger Bag,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107202,Wildkin Camo Jumpstart Messenger Bag - Blue,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,267,3,3,11.03,11,11.03,11,1.424884438,1.423239708,1.424884438,1.423239708,1,22-04-2013,08-07-2013,39,9,1,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,0,1
1130508,B007WU583U,31,14107226,01-07-2013,Wildkin Leopard Jumpstart Messenger Bag - Kids,36.99,0,0,0,36.99,"This Wildkin messenger bag has space for all her school supplies. Two interior pockets and two pockets under the front flap of this girls' messenger bag keep her organized for class. Complete with an exotic leopard print, this messenger bag has A+ style. In pink.",Yes,n/a,n/a,Wildkin Pink Leopard Jumpstart Messenger Bag,23.92,4.92,0,23.92,23.92,n/a,Yes,& FREE Shipping on orders over $25.,You Save: $8.07 (25%),14107226,Wildkin Leopard Messenger Backpack - Pink,24.09,0,0,0,24.09,n/a,Yes,n/a,n/a,1,1,1,263,3,3,13.07,12.9,13.07,12.9,1.546404682,1.535491905,1.546404682,1.535491905,1,24-06-2013,02-09-2013,30,7,1,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,0,1
1130509,B007W4MRMQ,31,14107321,01-07-2013,Wildkin Snake Jumpstart Messenger Bag - Kids,36.99,0,0,0,36.99,"This Wildkin messenger bag has space for all his school supplies. Two interior pockets and two pockets under the front flap of this boys' messenger bag keep him organized for class. Complete with an exotic snake print, this messenger bag has A+ style. In green.",Yes,n/a,n/a,Wildkin Snake Skin Laptop Messenger Bag,33.16,0,0,33.16,33.16,n/a,Yes,& FREE Shipping.,You Save: $6.83 (17%),14107321,Wildkin Snake Skin Laptop Messenger Bag - Green/ Black,33.19,0,0,0,33.19,n/a,Yes,n/a,n/a,1,1,1,261,3,3,3.83,3.8,3.83,3.8,1.115500603,1.114492317,1.115500603,1.114492317,1,24-06-2013,08-07-2013,30,7,2,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2
1130531,NA,31,14107536,01-07-2013,Wildkin Horse Crackerjack Backpack - Kids,36.99,0,0,0,36.99,"From the roomy main compartment to the organizer front pocket with pouches and a pencil holder, this Wildkin girls' backpack is a school essential. In pink/multi.",Yes,n/a,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14107536,Wildkin Horses Crackerjack Backpack - Pink,25.89,0,0,0,25.89,n/a,Yes,n/a,n/a,1,0,1,162,2,3,NA,11.1,NA,11.1,NA,1.428736964,NA,1.428736964,1,03-12-2012,02-09-2013,59,13,1,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130532,B007WU4R6O,31,14107320,01-07-2013,Wildkin Horse Dreams Crackerjack Backpack - Kids,36.99,0,0,0,36.99,"From the roomy main compartment to the organizer front pocket with pouches and a pencil holder, this Wildkin kids' backpack is a school essential. In taupe/multi.",Yes,n/a,n/a,Wildkin Horse Dreams Crackerjack Backpack,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107320,Wildkin Horse Dreams Crackerjack Backpack - Yellow,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,162,3,3,11.03,11,11.03,11,1.424884438,1.423239708,1.424884438,1.423239708,1,24-06-2013,08-07-2013,30,7,1,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,0,1
1130536,B007WU4T30,31,14107218,01-07-2013,Wildkin Kaleidoscope Crackerjack Backpack - Kids,36.99,0,0,0,36.99,"From the roomy main compartment to the organizer front pocket with pouches and a pencil holder, this Wildkin girls' backpack is a school essential. In pink/multi.",Yes,n/a,n/a,Wildkin Kaleidoscope Crackerjack Backpack,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107218,Wildkin Kaleidoscope Crackerjack Backpack - Multicolor,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,162,3,3,11.03,11,11.03,11,1.424884438,1.423239708,1.424884438,1.423239708,1,24-06-2013,08-07-2013,30,7,1,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,1
1130537,B007WU53QC,31,14107264,01-07-2013,Wildkin Majestic Crackerjack Backpack - Kids,36.99,0,0,0,36.99,"From the roomy main compartment to the organizer front pocket with pouches and a pencil holder, this Wildkin girls' backpack is a school essential. In pink/multi.",Yes,n/a,n/a,Wildkin Majestic Crackerjack Backpack,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107264,Wildkin Crackerjack Backpack - Pink/ Green,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,162,3,3,11.03,11,11.03,11,1.424884438,1.423239708,1.424884438,1.423239708,1,24-06-2013,08-07-2013,30,7,1,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,1
1130538,B007WU46GK,31,14107537,01-07-2013,Wildkin Big Dots Crackerjack Backpack - Kids,36.99,0,0,0,36.99,"From the roomy main compartment to the organizer front pocket with pouches and a pencil holder, this Wildkin kids' backpack is a school essential.",Yes,n/a,n/a,Wildkin Big Dots Green Crackerjack Backpack,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107537,Wildkin Big Dots Crackerjack Backpack - Green,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,146,3,3,11.03,11,11.03,11,1.424884438,1.423239708,1.424884438,1.423239708,1,03-12-2012,08-07-2013,59,13,3,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,6
1130539,B007WU48QS,31,14107276,01-07-2013,Wildkin Camo Crackerjack Backpack - Kids,36.99,0,0,0,36.99,"From the roomy main compartment to the organizer front pocket with pouches and a pencil holder, this Wildkin boys' backpack is a school essential. In blue/black/white.",Yes,n/a,n/a,Wildkin Blue Camo Crackerjack Backpack,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107276,Wildkin Camo Crackerjack Backpack - Blue/Black,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,167,3,3,11.03,11,11.03,11,1.424884438,1.423239708,1.424884438,1.423239708,1,24-06-2013,08-07-2013,30,7,1,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,0,1
1130541,B007WU5CGI,31,14107298,01-07-2013,Wildkin Snake Crackerjack Backpack - Kids,36.99,0,0,0,36.99,"From the roomy main compartment to the organizer front pocket with pouches and a pencil holder, this Wildkin kids' backpack is a school essential. In green/black.",Yes,n/a,n/a,Wildkin Snake Skin Crackerjack Backpack,25.96,0,0,25.96,25.96,n/a,Yes,& FREE Shipping.,You Save: $6.03 (19%),14107298,Wildkin Snake Skin Crackerjack Backpack - Green/ Black,25.99,0,0,0,25.99,n/a,Yes,n/a,n/a,1,1,1,162,3,3,11.03,11,11.03,11,1.424884438,1.423239708,1.424884438,1.423239708,1,24-06-2013,08-07-2013,30,7,1,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,0,1
1194232,B004IPOBKS,31,13616962,01-07-2013,McKlein Daley Briefcase,169.99,0,0.200011765,135.99,135.99,Push your style to the edge with this McKlein briefcase.,Yes,n/a,n/a,McKlein USA Coughlin Leather Expandable Attache Case,105.83,0,0,105.83,105.83,n/a,Yes,& FREE Shipping.,You Save: $4.16 (4%),13616962,McKlein Leather Attache Case - Black,175,0,0.2,140,140,Keep yourself organized without compromising style with this leather attach? case by McKlein. This attach? case features an organizer pocket for important items and a built-in lock to keep your belongings secure.,Yes,n/a,Save $35.00 (20%),1,1,1,56,3,212,30.16,-4.01,64.16,-5.01,1.284985354,0.971357143,1.606255315,0.971371429,1,29-04-2013,02-09-2013,38,8,1,135.99,135.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,4
1194240,B004IPZ4BS,31,13618425,01-07-2013,McKlein Reagan Briefcase,169.99,0,0.200011765,135.99,135.99,You'll love this McKlein Reagan briefcase.,Yes,n/a,n/a,McKlein USA Reagan Leather Attache Case,100.02,0,0,100.02,100.02,n/a,Yes,& FREE Shipping.,You Save: $109.98 (52%),13618425,McKlein Leather Attache Case - Black,160,0,0,0,160,Carry and store your important papers in style and elegance with the McKlein attach? case. It features an interior pocket for easy organization and has a built-in lock for security.,Yes,n/a,n/a,1,1,1,42,3,181,35.97,-24.01,69.97,9.99,1.359628074,0.8499375,1.699560088,1.0624375,1,22-04-2013,02-09-2013,39,9,1,135.99,135.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,4
1194244,B004IPKJWM,31,13618432,01-07-2013,McKlein Lawson Briefcase,169.99,0,0.200011765,135.99,135.99,Look smart carrying this McKlein Lawson briefcase.,Yes,n/a,n/a,McKlein USA Lawson Leather Attache Case,99.97,0,0,99.97,99.97,n/a,Yes,& FREE Shipping.,You Save: $0.02,13618432,McKlein Leather Attache Case - Black,160,0,0,0,160,"This attach? case by McKlein is an ideal addition to your busy lifestyle. The leather case has an interior pocket for organization and latch closures with built-in locks for security. This black leather piece has a chic, stylish, and all-business look and feel.",Yes,n/a,n/a,1,1,1,50,3,261,36.02,-24.01,70.02,9.99,1.360308092,0.8499375,1.700410123,1.0624375,1,22-04-2013,02-09-2013,39,9,2,135.99,135.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,4
1194320,B004YFC0NM,31,13618431,01-07-2013,McKlein Alexis 15.4-in. Laptop Briefcase,189.99,0,0.200010527,151.99,151.99,Make the trek to work with this women's McKlein briefcase.,Yes,n/a,n/a,McKlein USA Alexis - Fly-Through Checkpoint-Friendly Ladies' Laptop Case,104.88,0,0,104.88,104.88,n/a,Yes,& FREE Shipping.,You Save: $75.12 (42%),13618431,McKlein Ladies Leather Checkpoint-Friendly Case - Black,180,0,0.2,144,144,"Take your laptop and other items with you in this checkpoint-friendly case from McKlein. This black leather piece features a padded pocket to keep your computer safe, and the adjustable strap makes carrying it comfortable.",Yes,n/a,Save $36.00 (20%),1,1,1,58,3,222,47.11,7.99,85.11,9.99,1.449180015,1.055486111,1.811498856,1.0555,1,22-04-2013,02-09-2013,39,9,2,151.99,151.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,24
1194325,B004YF9BX4,31,13618420,01-07-2013,McKlein Verona 15.4-in. Laptop Briefcase,209.99,0,0.200009524,167.99,167.99,A work bag that works. This women's McKlein Verona briefcase will keep your things together. Shop our full selection of luggage at Kohls.com.,Yes,n/a,n/a,McKlein USA Verona - Ladies' Fly-Through Checkpoint-Friendly Laptop Briefcase,122,0,0,0,122,n/a,Yes,n/a,n/a,13618420,McKlein Ladies Leather Checkpoint-Friendly Case - Red,200,0,0,0,200,"This red leather checkpoint-friendly case by McKlein is the perfect accessory for air travelers. The adjustable strap makes sure the bag stays comfortable while carried, and the zip closure keeps your accessories tucked safely inside.",Yes,n/a,n/a,1,1,1,141,3,234,45.99,-32.01,87.99,9.99,1.376967213,0.83995,1.721229508,1.04995,1,03-12-2012,02-09-2013,59,13,1,167.99,167.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,0,18
1194346,B004YF2FMI,31,13618427,01-07-2013,McKlein Avon 15.4-in. Laptop Briefcase,189.99,0,0.200010527,151.99,151.99,Sophistication meets street-smart style with this women's McKlein briefcase.,Yes,n/a,n/a,McKleinUSA AVON 96656 Red Leather Ladies' Briefcase,108.4,0,0,108.4,108.4,n/a,Yes,& FREE Shipping.,You Save: $71.60 (40%),13618427,McKlein Ladies Leather Briefcase - Red,180,0,0.2,144,144,"Take your work with you away from the office in style with this red leather briefcase from McKlein. A padded laptop pocket keeps your computer protected, and the adjustable strap makes carrying the briefcase comfortable.",Yes,n/a,Save $36.00 (20%),1,1,1,76,3,220,43.59,7.99,81.59,9.99,1.402121771,1.055486111,1.752675277,1.0555,1,22-04-2013,02-09-2013,39,9,1,151.99,151.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,18
1253569,B008LTJ26K,31,14496680,01-07-2013,T-Tech by Tumi Digital Flashlight Clock,34.99,0,0,0,34.99,Light up your room with this T-Tech by Tumi digital clock.,Yes,n/a,n/a,T-Tech by Tumi Luggage Digital Flashlight Clock,28.53,0,0,28.53,28.53,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $1.47 (5%),14496680,T-TECH by TUMI Digital Flashlight Clock - Grey,30,0,0,0,30,n/a,Yes,n/a,n/a,1,1,1,58,3,3,6.46,4.99,6.46,4.99,1.226428321,1.166333333,1.226428321,1.166333333,1,22-04-2013,02-09-2013,39,9,1,34.99,34.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1
1253571,B008LTJ288,31,14496872,01-07-2013,T-Tech by Tumi eReader Light,29.99,0,0,0,29.99,Shed some light with this T-Tech by Tumi eReader accessory.,Yes,n/a,n/a,T-Tech by Tumi Luggage Ereader Light,20.38,4.98,0,20.38,20.38,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $4.62 (18%),14496872,T-TECH by TUMI eReader Light - Grey,25,0,0,0,25,n/a,Yes,n/a,n/a,1,1,1,59,3,3,9.61,4.99,9.61,4.99,1.471540726,1.1996,1.471540726,1.1996,1,22-04-2013,02-09-2013,39,9,1,29.99,29.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1
1253574,B008LTJ28I,31,14496858,01-07-2013,T-Tech by Tumi Travel Adapter with USB,49.99,0,0,0,49.99,Feel comfortable traveling with this T-Tech by Tumi travel adapter.,Yes,n/a,n/a,T-Tech by Tumi Luggage Travel Adapter With Usb,40.77,0,0,40.77,40.77,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $4.23 (9%),14496858,T-TECH by TUMI Travel Adapter with USB - Black,45,0,0,0,45,n/a,Yes,n/a,n/a,1,1,1,67,3,3,9.22,4.99,9.22,4.99,1.226146676,1.110888889,1.226146676,1.110888889,1,22-04-2013,02-09-2013,39,9,1,49.99,49.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1
1253575,B008LTJ2MO,31,14496917,01-07-2013,T-Tech by Tumi Cable Lock,24.99,0,0,0,24.99,Protect your personal items with this T-Tech by Tumi cable lock.,Yes,n/a,n/a,T-Tech by Tumi Luggage Cable Lock,20,4.98,0,0,20,n/a,Yes,& FREE Shipping and Free Returns.,n/a,14496917,T-TECH by TUMI Cable Lock - Silver,20,0,0,0,20,n/a,Yes,n/a,n/a,1,1,1,64,3,3,4.99,4.99,4.99,4.99,1.2495,1.2495,1.2495,1.2495,1,22-04-2013,02-09-2013,39,9,1,24.99,24.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
1253576,B008LTJ2NI,31,14496886,01-07-2013,T-Tech by Tumi Double Cable Lock,29.99,0,0,0,29.99,Feel safe while you travel with this T-Tech by Tumi double cable lock.,Yes,n/a,n/a,T-Tech by Tumi Luggage Double Cable Lock,25,0,0,0,25,n/a,Yes,& FREE Shipping and Free Returns.,n/a,14496886,T-TECH by TUMI Double Cable Lock - Silver,25,0,0,0,25,n/a,Yes,n/a,n/a,1,1,1,70,3,3,4.99,4.99,4.99,4.99,1.1996,1.1996,1.1996,1.1996,1,22-04-2013,02-09-2013,39,9,1,29.99,29.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
1253591,B008LTJ2NS,31,14496687,01-07-2013,T-Tech by Tumi Convertible Undercover Stash,39.99,0,0,0,39.99,"Keep your personal items safe while you travel with this T-Tech by Tumi convertible, undercover stash.",Yes,n/a,n/a,T-Tech by Tumi Luggage Convertible Undercover Stash,32.11,0,0,32.11,32.11,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $2.89 (8%),14496687,T-TECH by TUMI Convertible Undercover Stash - Grey,39.99,0,0,0,39.99,n/a,Yes,n/a,n/a,1,1,1,102,3,3,7.88,0,7.88,0,1.245406415,1,1.245406415,1,1,22-04-2013,02-09-2013,39,9,1,39.99,39.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1
1253594,B008LTJ3AA,31,14496833,01-07-2013,T-Tech by Tumi Luggage Strap,24.99,0,0,0,24.99,Keep your personal items safe with this T-Tech by Tumi luggage strap.,Yes,n/a,n/a,T-Tech by Tumi Luggage Strap,20,4.98,0,0,20,n/a,Yes,& FREE Shipping and Free Returns.,n/a,14496833,T-TECH by TUMI Luggage Strap - Black,20,0,0,0,20,n/a,Yes,n/a,n/a,1,1,1,69,3,3,4.99,4.99,4.99,4.99,1.2495,1.2495,1.2495,1.2495,1,22-04-2013,02-09-2013,39,9,1,24.99,24.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
1253595,B008LTJ35U,31,14496893,01-07-2013,T-Tech by Tumi Luggage Tag,22.99,0,0,0,22.99,Claim your baggage with this T-Tech by Tumi luggage tag.,Yes,n/a,n/a,T-Tech by Tumi Luggage Tag,18,4.98,0,0,18,n/a,Yes,& FREE Shipping and Free Returns.,n/a,14496893,T-TECH by TUMI Luggage Tag - Grey,18,0,0,0,18,n/a,Yes,n/a,n/a,1,1,1,56,3,3,4.99,4.99,4.99,4.99,1.277222222,1.277222222,1.277222222,1.277222222,1,22-04-2013,02-09-2013,39,9,1,22.99,22.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,1
1253597,B008LTJ35A,31,14496844,01-07-2013,T-Tech by Tumi 2-pc. Luggage Tag Set,24.99,0,0,0,24.99,Claim your baggage with this T-Tech by Tumi luggage tag set.,Yes,n/a,n/a,T-Tech by Tumi Luggage Tag,20,4.98,0,0,20,n/a,Yes,& FREE Shipping and Free Returns.,n/a,14496844,T-TECH By TUMI Wooden Luggage Tag 2 Pack,20,0,0,0,20,n/a,Yes,n/a,n/a,1,1,1,60,3,3,4.99,4.99,4.99,4.99,1.2495,1.2495,1.2495,1.2495,1,22-04-2013,02-09-2013,39,9,1,24.99,24.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,1
1253598,B008LTJ36O,31,14496883,01-07-2013,T-Tech by Tumi Medium Packing Cube,29.99,0,0,0,29.99,Stay organized with this T-Tech by Tumi packing cube.,Yes,n/a,n/a,T-Tech by Tumi Luggage Packing Cube,25,0,0,0,25,n/a,Yes,& FREE Shipping and Free Returns.,n/a,14496883,T-TECH by TUMI Packing Cube Medium - Grey,25,0,0,0,25,n/a,Yes,n/a,n/a,1,1,1,53,3,3,4.99,4.99,4.99,4.99,1.1996,1.1996,1.1996,1.1996,1,22-04-2013,02-09-2013,39,9,1,29.99,29.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
1253599,B008LTJ3PU,31,14496840,01-07-2013,T-Tech by Tumi Large Packing Cube,34.99,0,0,0,34.99,Stay organized with this T-Tech by Tumi packing cube.,Yes,n/a,n/a,T-Tech by Tumi Luggage Packing Cube,30,0,0,0,30,n/a,Yes,& FREE Shipping and Free Returns.,n/a,14496840,T-TECH by TUMI Packing Cube Large - Grey,30,0,0,0,30,n/a,Yes,n/a,n/a,1,1,1,53,3,3,4.99,4.99,4.99,4.99,1.166333333,1.166333333,1.166333333,1.166333333,1,22-04-2013,02-09-2013,39,9,1,34.99,34.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
1253601,B008LTJ3R8,31,14496837,01-07-2013,T-Tech by Tumi Shirt Folder,44.99,0,0,0,44.99,This T-Tech by Tumi shirt folder will help keep your clothes organized.,Yes,n/a,n/a,T-Tech by Tumi Luggage Shirt Folder,35.68,0,0,35.68,35.68,n/a,Yes,& FREE Shipping and Free Returns.,You Save: $4.32 (11%),14496837,T-TECH by TUMI Shirt Folder - Grey,40,0,0,0,40,n/a,Yes,n/a,n/a,1,1,1,71,3,3,9.31,4.99,9.31,4.99,1.260930493,1.12475,1.260930493,1.12475,1,22-04-2013,02-09-2013,39,9,1,44.99,44.99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,1
