Unique_Pdt_Identifier_Mainpdt,Unique_Pdt_Identifier_Variant,Review_Creation_Date,week_nmb,,
B003EZSEU6,B003EZSEU6,29-01-2013,9,B003EZSEU6B003EZSEU69,B003EZSEU6B003EZSEU69
B003EZSEU6,B003EZSEU6,21-01-2013,8,B003EZSEU6B003EZSEU68,B003EZSEU6B003EZSEU68
B003EZSEU6,B003EZSEU6,21-01-2013,8,B003EZSEU6B003EZSEU68,B003EZSEU6B003EZSEU68
B003EZSEU6,B003EZSEU6,21-01-2013,8,B003EZSEU6B003EZSEU68,B003EZSEU6B003EZSEU68
B003EZSEU6,B003EZSEU6,16-01-2013,7,B003EZSEU6B003EZSEU67,B003EZSEU6B003EZSEU67
B003EZSEU6,B003EZSEU6,28-12-2012,5,B003EZSEU6B003EZSEU65,#N/A
B003EZSEU6,B003EZSEU6,13-12-2012,2,B003EZSEU6B003EZSEU62,B003EZSEU6B003EZSEU62
B003EZSEU6,B003EZSEU6,09-12-2012,2,B003EZSEU6B003EZSEU62,B003EZSEU6B003EZSEU62
B003EZSF3C,B003EZSF3C,14-11-2013,50,B003EZSF3CB003EZSF3C50,B003EZSF3CB003EZSF3C50
B003EZSF3C,B003EZSF3C,22-10-2013,47,B003EZSF3CB003EZSF3C47,B003EZSF3CB003EZSF3C47
B003EZSF3C,B003EZSF3C,07-10-2013,45,B003EZSF3CB003EZSF3C45,B003EZSF3CB003EZSF3C45
B003EZSF3C,B003EZSF3C,06-09-2013,41,B003EZSF3CB003EZSF3C41,#N/A
B003EZSF3C,B003EZSF3C,26-08-2013,39,B003EZSF3CB003EZSF3C39,B003EZSF3CB003EZSF3C39
B003EZSF3C,B003EZSF3C,19-08-2013,38,B003EZSF3CB003EZSF3C38,B003EZSF3CB003EZSF3C38
B003EZSF3C,B003EZSF3C,12-08-2013,37,B003EZSF3CB003EZSF3C37,B003EZSF3CB003EZSF3C37
B003EZSF3C,B003EZSF3C,20-07-2013,34,B003EZSF3CB003EZSF3C34,#N/A
B003EZSF3C,B003EZSF3C,06-07-2013,32,B003EZSF3CB003EZSF3C32,#N/A
B003EZSF3C,B003EZSF3C,02-05-2013,22,B003EZSF3CB003EZSF3C22,B003EZSF3CB003EZSF3C22
B003EZSF3C,B003EZSF3C,16-04-2013,20,B003EZSF3CB003EZSF3C20,B003EZSF3CB003EZSF3C20
B003EZSF3C,B003EZSF3C,07-04-2013,19,B003EZSF3CB003EZSF3C19,#N/A
B003EZSF3C,B003EZSF3C,13-03-2013,15,B003EZSF3CB003EZSF3C15,B003EZSF3CB003EZSF3C15
B003EZSF3C,B003EZSF3C,08-03-2013,15,B003EZSF3CB003EZSF3C15,B003EZSF3CB003EZSF3C15
B003EZSF3C,B003EZSF3C,14-02-2013,11,B003EZSF3CB003EZSF3C11,B003EZSF3CB003EZSF3C11
B003EZSF3C,B003EZSF3C,21-01-2013,8,B003EZSF3CB003EZSF3C8,B003EZSF3CB003EZSF3C8
B003EZSF3C,B003EZSF3C,19-01-2013,8,B003EZSF3CB003EZSF3C8,B003EZSF3CB003EZSF3C8
B003EZSF3C,B003EZSF3C,20-12-2012,3,B003EZSF3CB003EZSF3C3,B003EZSF3CB003EZSF3C3
B003EZSF3C,B003EZSF3C,19-12-2012,3,B003EZSF3CB003EZSF3C3,B003EZSF3CB003EZSF3C3
B003EZSF3C,B003EZSF3C,07-11-2012,-3,B003EZSF3CB003EZSF3C-3,B003EZSF3CB003EZSF3C-3
B003EZSF3C,B003EZSF3C,13-03-2012,-37,B003EZSF3CB003EZSF3C-37,B003EZSF3CB003EZSF3C-37
B003EZSF3C,B003EZSF3C,08-03-2012,-38,B003EZSF3CB003EZSF3C-38,B003EZSF3CB003EZSF3C-38
B003EZSF3C,B003EZSF3C,08-01-2012,-46,B003EZSF3CB003EZSF3C-46,#N/A
B003EZSF3C,B003EZSF3C,30-10-2011,-56,B003EZSF3CB003EZSF3C-56,#N/A
B003EZSF3C,B003EZSF3C,15-10-2011,-58,B003EZSF3CB003EZSF3C-58,#N/A
B003EZSF3C,B003EZSF3C,23-09-2011,-61,B003EZSF3CB003EZSF3C-61,#N/A
B003EZSF3C,B003EZSF3C,26-08-2011,-65,B003EZSF3CB003EZSF3C-65,#N/A
B003EZSF3C,B003EZSF3C,09-12-2010,-103,B003EZSF3CB003EZSF3C-103,B003EZSF3CB003EZSF3C-103
B003EZW4JI,B003EZW4JI,01-11-2013,49,B003EZW4JIB003EZW4JI49,#N/A
B003EZW4JI,B003EZW4JI,16-09-2013,42,B003EZW4JIB003EZW4JI42,B003EZW4JIB003EZW4JI42
B003EZW4JI,B003EZW4JI,05-09-2013,40,B003EZW4JIB003EZW4JI40,B003EZW4JIB003EZW4JI40
B003EZW4JI,B003EZW4JI,23-08-2013,39,B003EZW4JIB003EZW4JI39,#N/A
B003EZW4JI,B003EZW4JI,25-07-2013,34,B003EZW4JIB003EZW4JI34,B003EZW4JIB003EZW4JI34
B003EZW4JI,B003EZW4JI,09-07-2013,32,B003EZW4JIB003EZW4JI32,B003EZW4JIB003EZW4JI32
B003EZW4JI,B003EZW4JI,07-07-2013,32,B003EZW4JIB003EZW4JI32,B003EZW4JIB003EZW4JI32
B003EZW4JI,B003EZW4JI,07-07-2013,32,B003EZW4JIB003EZW4JI32,B003EZW4JIB003EZW4JI32
B003EZW4JI,B003EZW4JI,02-07-2013,31,B003EZW4JIB003EZW4JI31,B003EZW4JIB003EZW4JI31
B003EZW4JI,B003EZW4JI,05-06-2013,27,B003EZW4JIB003EZW4JI27,B003EZW4JIB003EZW4JI27
B003EZW4JI,B003EZW4JI,10-04-2013,19,B003EZW4JIB003EZW4JI19,B003EZW4JIB003EZW4JI19
B003EZW4JI,B003EZW4JI,18-03-2013,16,B003EZW4JIB003EZW4JI16,B003EZW4JIB003EZW4JI16
B003EZW4JI,B003EZW4JI,12-03-2013,15,B003EZW4JIB003EZW4JI15,B003EZW4JIB003EZW4JI15
B003EZW4JI,B003EZW4JI,09-03-2013,15,B003EZW4JIB003EZW4JI15,B003EZW4JIB003EZW4JI15
B003EZW4JI,B003EZW4JI,01-03-2013,14,B003EZW4JIB003EZW4JI14,B003EZW4JIB003EZW4JI14
B003EZW4JI,B003EZW4JI,11-02-2013,11,B003EZW4JIB003EZW4JI11,B003EZW4JIB003EZW4JI11
B003EZW4JI,B003EZW4JI,05-02-2013,10,B003EZW4JIB003EZW4JI10,B003EZW4JIB003EZW4JI10
B003EZW4JI,B003EZW4JI,29-01-2013,9,B003EZW4JIB003EZW4JI9,B003EZW4JIB003EZW4JI9
B003EZW4JI,B003EZW4JI,21-01-2013,8,B003EZW4JIB003EZW4JI8,B003EZW4JIB003EZW4JI8
B003EZW4JI,B003EZW4JI,21-01-2013,8,B003EZW4JIB003EZW4JI8,B003EZW4JIB003EZW4JI8
B003EZW4JI,B003EZW4JI,21-01-2013,8,B003EZW4JIB003EZW4JI8,B003EZW4JIB003EZW4JI8
B003EZW4JI,B003EZW4JI,16-01-2013,7,B003EZW4JIB003EZW4JI7,B003EZW4JIB003EZW4JI7
B003EZW4JI,B003EZW4JI,28-12-2012,5,B003EZW4JIB003EZW4JI5,#N/A
B003EZW4JI,B003EZW4JI,13-12-2012,2,B003EZW4JIB003EZW4JI2,B003EZW4JIB003EZW4JI2
B003EZW4JI,B003EZW4JI,09-12-2012,2,B003EZW4JIB003EZW4JI2,B003EZW4JIB003EZW4JI2
B003EZW8HQ,B003EZW8HQ,19-11-2013,51,B003EZW8HQB003EZW8HQ51,B003EZW8HQB003EZW8HQ51
B003EZW8HQ,B003EZW8HQ,29-10-2013,48,B003EZW8HQB003EZW8HQ48,B003EZW8HQB003EZW8HQ48
B003EZW8HQ,B003EZW8HQ,28-10-2013,48,B003EZW8HQB003EZW8HQ48,B003EZW8HQB003EZW8HQ48
B003EZW8HQ,B003EZW8HQ,18-10-2013,47,B003EZW8HQB003EZW8HQ47,#N/A
B003EZW8HQ,B003EZW8HQ,18-10-2013,47,B003EZW8HQB003EZW8HQ47,#N/A
B003EZW8HQ,B003EZW8HQ,14-10-2013,46,B003EZW8HQB003EZW8HQ46,B003EZW8HQB003EZW8HQ46
B003EZW8HQ,B003EZW8HQ,04-10-2013,45,B003EZW8HQB003EZW8HQ45,#N/A
B003EZW8HQ,B003EZW8HQ,17-09-2013,42,B003EZW8HQB003EZW8HQ42,B003EZW8HQB003EZW8HQ42
B003EZW8HQ,B003EZW8HQ,04-09-2013,40,B003EZW8HQB003EZW8HQ40,B003EZW8HQB003EZW8HQ40
B003EZW8HQ,B003EZW8HQ,21-08-2013,38,B003EZW8HQB003EZW8HQ38,B003EZW8HQB003EZW8HQ38
B003EZW8HQ,B003EZW8HQ,18-08-2013,38,B003EZW8HQB003EZW8HQ38,B003EZW8HQB003EZW8HQ38
B003EZW8HQ,B003EZW8HQ,15-08-2013,37,B003EZW8HQB003EZW8HQ37,B003EZW8HQB003EZW8HQ37
B003EZW8HQ,B003EZW8HQ,07-08-2013,36,B003EZW8HQB003EZW8HQ36,B003EZW8HQB003EZW8HQ36
B003EZW8HQ,B003EZW8HQ,29-07-2013,35,B003EZW8HQB003EZW8HQ35,B003EZW8HQB003EZW8HQ35
B003EZW8HQ,B003EZW8HQ,27-07-2013,35,B003EZW8HQB003EZW8HQ35,B003EZW8HQB003EZW8HQ35
B003EZW8HQ,B003EZW8HQ,24-06-2013,30,B003EZW8HQB003EZW8HQ30,B003EZW8HQB003EZW8HQ30
B003EZW8HQ,B003EZW8HQ,04-06-2013,27,B003EZW8HQB003EZW8HQ27,B003EZW8HQB003EZW8HQ27
B003EZW8HQ,B003EZW8HQ,28-05-2013,26,B003EZW8HQB003EZW8HQ26,B003EZW8HQB003EZW8HQ26
B003EZW8HQ,B003EZW8HQ,27-05-2013,26,B003EZW8HQB003EZW8HQ26,B003EZW8HQB003EZW8HQ26
B003EZW8HQ,B003EZW8HQ,20-05-2013,25,B003EZW8HQB003EZW8HQ25,B003EZW8HQB003EZW8HQ25
B003EZW8HQ,B003EZW8HQ,16-05-2013,24,B003EZW8HQB003EZW8HQ24,B003EZW8HQB003EZW8HQ24
B003EZW8HQ,B003EZW8HQ,09-05-2013,23,B003EZW8HQB003EZW8HQ23,B003EZW8HQB003EZW8HQ23
B003EZW8HQ,B003EZW8HQ,07-05-2013,23,B003EZW8HQB003EZW8HQ23,B003EZW8HQB003EZW8HQ23
B003EZW8HQ,B003EZW8HQ,01-05-2013,22,B003EZW8HQB003EZW8HQ22,B003EZW8HQB003EZW8HQ22
B003EZW8HQ,B003EZW8HQ,28-04-2013,22,B003EZW8HQB003EZW8HQ22,B003EZW8HQB003EZW8HQ22
B003EZW8HQ,B003EZW8HQ,15-04-2013,20,B003EZW8HQB003EZW8HQ20,B003EZW8HQB003EZW8HQ20
B003EZW8HQ,B003EZW8HQ,08-04-2013,19,B003EZW8HQB003EZW8HQ19,B003EZW8HQB003EZW8HQ19
B003EZW8HQ,B003EZW8HQ,24-03-2013,17,B003EZW8HQB003EZW8HQ17,#N/A
B003EZW8HQ,B003EZW8HQ,07-03-2013,14,B003EZW8HQB003EZW8HQ14,B003EZW8HQB003EZW8HQ14
B003EZW8HQ,B003EZW8HQ,05-03-2013,14,B003EZW8HQB003EZW8HQ14,B003EZW8HQB003EZW8HQ14
B003EZW8HQ,B003EZW8HQ,03-03-2013,14,B003EZW8HQB003EZW8HQ14,B003EZW8HQB003EZW8HQ14
B003EZW8HQ,B003EZW8HQ,21-02-2013,12,B003EZW8HQB003EZW8HQ12,B003EZW8HQB003EZW8HQ12
B003EZW8HQ,B003EZW8HQ,16-02-2013,12,B003EZW8HQB003EZW8HQ12,B003EZW8HQB003EZW8HQ12
B003EZW8HQ,B003EZW8HQ,05-02-2013,10,B003EZW8HQB003EZW8HQ10,B003EZW8HQB003EZW8HQ10
B003EZW8HQ,B003EZW8HQ,31-01-2013,9,B003EZW8HQB003EZW8HQ9,B003EZW8HQB003EZW8HQ9
B003EZW8HQ,B003EZW8HQ,15-01-2013,7,B003EZW8HQB003EZW8HQ7,B003EZW8HQB003EZW8HQ7
B003EZW8HQ,B003EZW8HQ,15-01-2013,7,B003EZW8HQB003EZW8HQ7,B003EZW8HQB003EZW8HQ7
B003EZW8HQ,B003EZW8HQ,14-01-2013,7,B003EZW8HQB003EZW8HQ7,B003EZW8HQB003EZW8HQ7
B003EZW8HQ,B003EZW8HQ,12-01-2013,7,B003EZW8HQB003EZW8HQ7,B003EZW8HQB003EZW8HQ7
B003EZW8HQ,B003EZW8HQ,09-01-2013,6,B003EZW8HQB003EZW8HQ6,B003EZW8HQB003EZW8HQ6
B003EZW8HQ,B003EZW8HQ,05-01-2013,6,B003EZW8HQB003EZW8HQ6,B003EZW8HQB003EZW8HQ6
B003EZW8HQ,B003EZW8HQ,30-12-2012,5,B003EZW8HQB003EZW8HQ5,B003EZW8HQB003EZW8HQ5
B003EZW8HQ,B003EZW8HQ,29-12-2012,5,B003EZW8HQB003EZW8HQ5,B003EZW8HQB003EZW8HQ5
B003EZW8HQ,B003EZW8HQ,23-12-2012,4,B003EZW8HQB003EZW8HQ4,B003EZW8HQB003EZW8HQ4
B003EZW8HQ,B003EZW8HQ,27-11-2012,0,B003EZW8HQB003EZW8HQ0,B003EZW8HQB003EZW8HQ0
B003EZW8HQ,B003EZW8HQ,15-10-2012,-6,B003EZW8HQB003EZW8HQ-6,#N/A
B003EZW8HQ,B003EZW8HQ,04-03-2012,-38,B003EZW8HQB003EZW8HQ-38,#N/A
B003EZW8HQ,B003EZW8HQ,28-02-2012,-39,B003EZW8HQB003EZW8HQ-39,B003EZW8HQB003EZW8HQ-39
B003EZW8HQ,B003EZW8HQ,23-10-2011,-57,B003EZW8HQB003EZW8HQ-57,#N/A
B003EZW8IU,B003EZW8IU,14-11-2013,50,B003EZW8IUB003EZW8IU50,B003EZW8IUB003EZW8IU50
B003EZW8IU,B003EZW8IU,22-10-2013,47,B003EZW8IUB003EZW8IU47,B003EZW8IUB003EZW8IU47
B003EZW8IU,B003EZW8IU,07-10-2013,45,B003EZW8IUB003EZW8IU45,B003EZW8IUB003EZW8IU45
B003EZW8IU,B003EZW8IU,06-09-2013,41,B003EZW8IUB003EZW8IU41,#N/A
B003EZW8IU,B003EZW8IU,26-08-2013,39,B003EZW8IUB003EZW8IU39,B003EZW8IUB003EZW8IU39
B003EZW8IU,B003EZW8IU,19-08-2013,38,B003EZW8IUB003EZW8IU38,B003EZW8IUB003EZW8IU38
B003EZW8IU,B003EZW8IU,12-08-2013,37,B003EZW8IUB003EZW8IU37,B003EZW8IUB003EZW8IU37
B003EZW8IU,B003EZW8IU,20-07-2013,34,B003EZW8IUB003EZW8IU34,#N/A
B003EZW8IU,B003EZW8IU,06-07-2013,32,B003EZW8IUB003EZW8IU32,#N/A
B003EZW8IU,B003EZW8IU,02-05-2013,22,B003EZW8IUB003EZW8IU22,B003EZW8IUB003EZW8IU22
B003EZW8IU,B003EZW8IU,16-04-2013,20,B003EZW8IUB003EZW8IU20,B003EZW8IUB003EZW8IU20
B003EZW8IU,B003EZW8IU,07-04-2013,19,B003EZW8IUB003EZW8IU19,#N/A
B003EZW8IU,B003EZW8IU,13-03-2013,15,B003EZW8IUB003EZW8IU15,B003EZW8IUB003EZW8IU15
B003EZW8IU,B003EZW8IU,08-03-2013,15,B003EZW8IUB003EZW8IU15,B003EZW8IUB003EZW8IU15
B003EZW8IU,B003EZW8IU,14-02-2013,11,B003EZW8IUB003EZW8IU11,B003EZW8IUB003EZW8IU11
B003EZW8IU,B003EZW8IU,21-01-2013,8,B003EZW8IUB003EZW8IU8,B003EZW8IUB003EZW8IU8
B003EZW8IU,B003EZW8IU,19-01-2013,8,B003EZW8IUB003EZW8IU8,B003EZW8IUB003EZW8IU8
B003EZW8IU,B003EZW8IU,20-12-2012,3,B003EZW8IUB003EZW8IU3,B003EZW8IUB003EZW8IU3
B003EZW8IU,B003EZW8IU,19-12-2012,3,B003EZW8IUB003EZW8IU3,B003EZW8IUB003EZW8IU3
B003EZW8IU,B003EZW8IU,07-11-2012,-3,B003EZW8IUB003EZW8IU-3,B003EZW8IUB003EZW8IU-3
B003EZW8IU,B003EZW8IU,13-03-2012,-37,B003EZW8IUB003EZW8IU-37,B003EZW8IUB003EZW8IU-37
B003EZW8IU,B003EZW8IU,08-03-2012,-38,B003EZW8IUB003EZW8IU-38,B003EZW8IUB003EZW8IU-38
B003EZW8IU,B003EZW8IU,08-01-2012,-46,B003EZW8IUB003EZW8IU-46,#N/A
B003EZW8IU,B003EZW8IU,30-10-2011,-56,B003EZW8IUB003EZW8IU-56,#N/A
B003EZW8IU,B003EZW8IU,15-10-2011,-58,B003EZW8IUB003EZW8IU-58,#N/A
B003EZW8IU,B003EZW8IU,23-09-2011,-61,B003EZW8IUB003EZW8IU-61,#N/A
B003EZW8IU,B003EZW8IU,26-08-2011,-65,B003EZW8IUB003EZW8IU-65,#N/A
B003EZW8IU,B003EZW8IU,09-12-2010,-103,B003EZW8IUB003EZW8IU-103,B003EZW8IUB003EZW8IU-103
B003EZXP00,B003EZXP00,11-02-2013,11,B003EZXP00B003EZXP0011,B003EZXP00B003EZXP0011
B003EZXP00,B003EZXP00,05-02-2013,10,B003EZXP00B003EZXP0010,B003EZXP00B003EZXP0010
B003EZXP00,B003EZXP00,29-01-2013,9,B003EZXP00B003EZXP009,B003EZXP00B003EZXP009
B003EZXP00,B003EZXP00,21-01-2013,8,B003EZXP00B003EZXP008,B003EZXP00B003EZXP008
B003EZXP00,B003EZXP00,21-01-2013,8,B003EZXP00B003EZXP008,B003EZXP00B003EZXP008
B003EZXP00,B003EZXP00,21-01-2013,8,B003EZXP00B003EZXP008,B003EZXP00B003EZXP008
B003EZXP00,B003EZXP00,16-01-2013,7,B003EZXP00B003EZXP007,B003EZXP00B003EZXP007
B003EZXP00,B003EZXP00,28-12-2012,5,B003EZXP00B003EZXP005,#N/A
B003EZXP00,B003EZXP00,13-12-2012,2,B003EZXP00B003EZXP002,B003EZXP00B003EZXP002
B003EZXP00,B003EZXP00,09-12-2012,2,B003EZXP00B003EZXP002,B003EZXP00B003EZXP002
B003EZXP00,B003EZXP00,01-11-2013,49,B003EZXP00B003EZXP0049,#N/A
B003EZXP00,B003EZXP00,16-09-2013,42,B003EZXP00B003EZXP0042,B003EZXP00B003EZXP0042
B003EZXP00,B003EZXP00,05-09-2013,40,B003EZXP00B003EZXP0040,B003EZXP00B003EZXP0040
B003EZXP00,B003EZXP00,23-08-2013,39,B003EZXP00B003EZXP0039,#N/A
B003EZXP00,B003EZXP00,25-07-2013,34,B003EZXP00B003EZXP0034,B003EZXP00B003EZXP0034
B003EZXP00,B003EZXP00,09-07-2013,32,B003EZXP00B003EZXP0032,B003EZXP00B003EZXP0032
B003EZXP00,B003EZXP00,07-07-2013,32,B003EZXP00B003EZXP0032,B003EZXP00B003EZXP0032
B003EZXP00,B003EZXP00,07-07-2013,32,B003EZXP00B003EZXP0032,B003EZXP00B003EZXP0032
B003EZXP00,B003EZXP00,02-07-2013,31,B003EZXP00B003EZXP0031,B003EZXP00B003EZXP0031
B003EZXP00,B003EZXP00,05-06-2013,27,B003EZXP00B003EZXP0027,B003EZXP00B003EZXP0027
B003EZXP00,B003EZXP00,10-04-2013,19,B003EZXP00B003EZXP0019,B003EZXP00B003EZXP0019
B003EZXP00,B003EZXP00,18-03-2013,16,B003EZXP00B003EZXP0016,B003EZXP00B003EZXP0016
B003EZXP00,B003EZXP00,12-03-2013,15,B003EZXP00B003EZXP0015,B003EZXP00B003EZXP0015
B003EZXP00,B003EZXP00,09-03-2013,15,B003EZXP00B003EZXP0015,B003EZXP00B003EZXP0015
B003EZXP00,B003EZXP00,01-03-2013,14,B003EZXP00B003EZXP0014,B003EZXP00B003EZXP0014
B003EZXP5U,B003EZXP5U,19-11-2013,51,B003EZXP5UB003EZXP5U51,B003EZXP5UB003EZXP5U51
B003EZXP5U,B003EZXP5U,29-10-2013,48,B003EZXP5UB003EZXP5U48,B003EZXP5UB003EZXP5U48
B003EZXP5U,B003EZXP5U,28-10-2013,48,B003EZXP5UB003EZXP5U48,B003EZXP5UB003EZXP5U48
B003EZXP5U,B003EZXP5U,18-10-2013,47,B003EZXP5UB003EZXP5U47,#N/A
B003EZXP5U,B003EZXP5U,18-10-2013,47,B003EZXP5UB003EZXP5U47,#N/A
B003EZXP5U,B003EZXP5U,14-10-2013,46,B003EZXP5UB003EZXP5U46,B003EZXP5UB003EZXP5U46
B003EZXP5U,B003EZXP5U,04-10-2013,45,B003EZXP5UB003EZXP5U45,#N/A
B003EZXP5U,B003EZXP5U,17-09-2013,42,B003EZXP5UB003EZXP5U42,B003EZXP5UB003EZXP5U42
B003EZXP5U,B003EZXP5U,04-09-2013,40,B003EZXP5UB003EZXP5U40,B003EZXP5UB003EZXP5U40
B003EZXP5U,B003EZXP5U,21-08-2013,38,B003EZXP5UB003EZXP5U38,B003EZXP5UB003EZXP5U38
B003EZXP5U,B003EZXP5U,18-08-2013,38,B003EZXP5UB003EZXP5U38,B003EZXP5UB003EZXP5U38
B003EZXP5U,B003EZXP5U,15-08-2013,37,B003EZXP5UB003EZXP5U37,B003EZXP5UB003EZXP5U37
B003EZXP5U,B003EZXP5U,07-08-2013,36,B003EZXP5UB003EZXP5U36,B003EZXP5UB003EZXP5U36
B003EZXP5U,B003EZXP5U,29-07-2013,35,B003EZXP5UB003EZXP5U35,B003EZXP5UB003EZXP5U35
B003EZXP5U,B003EZXP5U,27-07-2013,35,B003EZXP5UB003EZXP5U35,B003EZXP5UB003EZXP5U35
B003EZXP5U,B003EZXP5U,24-06-2013,30,B003EZXP5UB003EZXP5U30,B003EZXP5UB003EZXP5U30
B003EZXP5U,B003EZXP5U,04-06-2013,27,B003EZXP5UB003EZXP5U27,B003EZXP5UB003EZXP5U27
B003EZXP5U,B003EZXP5U,28-05-2013,26,B003EZXP5UB003EZXP5U26,B003EZXP5UB003EZXP5U26
B003EZXP5U,B003EZXP5U,27-05-2013,26,B003EZXP5UB003EZXP5U26,B003EZXP5UB003EZXP5U26
B003EZXP5U,B003EZXP5U,20-05-2013,25,B003EZXP5UB003EZXP5U25,B003EZXP5UB003EZXP5U25
B003EZXP5U,B003EZXP5U,16-05-2013,24,B003EZXP5UB003EZXP5U24,B003EZXP5UB003EZXP5U24
B003EZXP5U,B003EZXP5U,09-05-2013,23,B003EZXP5UB003EZXP5U23,B003EZXP5UB003EZXP5U23
B003EZXP5U,B003EZXP5U,07-05-2013,23,B003EZXP5UB003EZXP5U23,B003EZXP5UB003EZXP5U23
B003EZXP5U,B003EZXP5U,01-05-2013,22,B003EZXP5UB003EZXP5U22,B003EZXP5UB003EZXP5U22
B003EZXP5U,B003EZXP5U,28-04-2013,22,B003EZXP5UB003EZXP5U22,B003EZXP5UB003EZXP5U22
B003EZXP5U,B003EZXP5U,15-04-2013,20,B003EZXP5UB003EZXP5U20,B003EZXP5UB003EZXP5U20
B003EZXP5U,B003EZXP5U,08-04-2013,19,B003EZXP5UB003EZXP5U19,B003EZXP5UB003EZXP5U19
B003EZXP5U,B003EZXP5U,24-03-2013,17,B003EZXP5UB003EZXP5U17,#N/A
B003EZXP5U,B003EZXP5U,07-03-2013,14,B003EZXP5UB003EZXP5U14,B003EZXP5UB003EZXP5U14
B003EZXP5U,B003EZXP5U,05-03-2013,14,B003EZXP5UB003EZXP5U14,B003EZXP5UB003EZXP5U14
B003EZXP5U,B003EZXP5U,03-03-2013,14,B003EZXP5UB003EZXP5U14,B003EZXP5UB003EZXP5U14
B003EZXP5U,B003EZXP5U,21-02-2013,12,B003EZXP5UB003EZXP5U12,B003EZXP5UB003EZXP5U12
B003EZXP5U,B003EZXP5U,16-02-2013,12,B003EZXP5UB003EZXP5U12,B003EZXP5UB003EZXP5U12
B003EZXP5U,B003EZXP5U,05-02-2013,10,B003EZXP5UB003EZXP5U10,B003EZXP5UB003EZXP5U10
B003EZXP5U,B003EZXP5U,31-01-2013,9,B003EZXP5UB003EZXP5U9,B003EZXP5UB003EZXP5U9
B003EZXP5U,B003EZXP5U,15-01-2013,7,B003EZXP5UB003EZXP5U7,B003EZXP5UB003EZXP5U7
B003EZXP5U,B003EZXP5U,15-01-2013,7,B003EZXP5UB003EZXP5U7,B003EZXP5UB003EZXP5U7
B003EZXP5U,B003EZXP5U,14-01-2013,7,B003EZXP5UB003EZXP5U7,B003EZXP5UB003EZXP5U7
B003EZXP5U,B003EZXP5U,12-01-2013,7,B003EZXP5UB003EZXP5U7,B003EZXP5UB003EZXP5U7
B003EZXP5U,B003EZXP5U,09-01-2013,6,B003EZXP5UB003EZXP5U6,B003EZXP5UB003EZXP5U6
B003EZXP5U,B003EZXP5U,05-01-2013,6,B003EZXP5UB003EZXP5U6,B003EZXP5UB003EZXP5U6
B003EZXP5U,B003EZXP5U,30-12-2012,5,B003EZXP5UB003EZXP5U5,B003EZXP5UB003EZXP5U5
B003EZXP5U,B003EZXP5U,29-12-2012,5,B003EZXP5UB003EZXP5U5,B003EZXP5UB003EZXP5U5
B003EZXP5U,B003EZXP5U,23-12-2012,4,B003EZXP5UB003EZXP5U4,B003EZXP5UB003EZXP5U4
B003EZXP5U,B003EZXP5U,27-11-2012,0,B003EZXP5UB003EZXP5U0,B003EZXP5UB003EZXP5U0
B003EZXP5U,B003EZXP5U,15-10-2012,-6,B003EZXP5UB003EZXP5U-6,#N/A
B003EZXP5U,B003EZXP5U,04-03-2012,-38,B003EZXP5UB003EZXP5U-38,#N/A
B003EZXP5U,B003EZXP5U,28-02-2012,-39,B003EZXP5UB003EZXP5U-39,B003EZXP5UB003EZXP5U-39
B003EZXP5U,B003EZXP5U,23-10-2011,-57,B003EZXP5UB003EZXP5U-57,#N/A
B003EZXPAK,B003EZXPAK,14-11-2013,50,B003EZXPAKB003EZXPAK50,B003EZXPAKB003EZXPAK50
B003EZXPAK,B003EZXPAK,22-10-2013,47,B003EZXPAKB003EZXPAK47,B003EZXPAKB003EZXPAK47
B003EZXPAK,B003EZXPAK,07-10-2013,45,B003EZXPAKB003EZXPAK45,B003EZXPAKB003EZXPAK45
B003EZXPAK,B003EZXPAK,06-09-2013,41,B003EZXPAKB003EZXPAK41,#N/A
B003EZXPAK,B003EZXPAK,26-08-2013,39,B003EZXPAKB003EZXPAK39,B003EZXPAKB003EZXPAK39
B003EZXPAK,B003EZXPAK,19-08-2013,38,B003EZXPAKB003EZXPAK38,B003EZXPAKB003EZXPAK38
B003EZXPAK,B003EZXPAK,12-08-2013,37,B003EZXPAKB003EZXPAK37,B003EZXPAKB003EZXPAK37
B003EZXPAK,B003EZXPAK,20-07-2013,34,B003EZXPAKB003EZXPAK34,#N/A
B003EZXPAK,B003EZXPAK,06-07-2013,32,B003EZXPAKB003EZXPAK32,#N/A
B003EZXPAK,B003EZXPAK,02-05-2013,22,B003EZXPAKB003EZXPAK22,B003EZXPAKB003EZXPAK22
B003EZXPAK,B003EZXPAK,16-04-2013,20,B003EZXPAKB003EZXPAK20,B003EZXPAKB003EZXPAK20
B003EZXPAK,B003EZXPAK,07-04-2013,19,B003EZXPAKB003EZXPAK19,#N/A
B003EZXPAK,B003EZXPAK,13-03-2013,15,B003EZXPAKB003EZXPAK15,B003EZXPAKB003EZXPAK15
B003EZXPAK,B003EZXPAK,08-03-2013,15,B003EZXPAKB003EZXPAK15,B003EZXPAKB003EZXPAK15
B003EZXPAK,B003EZXPAK,14-02-2013,11,B003EZXPAKB003EZXPAK11,B003EZXPAKB003EZXPAK11
B003EZXPAK,B003EZXPAK,21-01-2013,8,B003EZXPAKB003EZXPAK8,B003EZXPAKB003EZXPAK8
